district_mukim,sample_size,avg_landsm,avg_floorsm,price_2021,price_2022,avg_pricePerct,location,types,source
Taman Sungai Dua Utama,1.0,121,151.66,450000 - 495000,470000,Stable,Seberang Perai Utara,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Sungai Nyior,2.0,130,192.785,,677000 - 700000,ND,Seberang Perai Utara,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Sungai Puyu,1.0,94,147.33,,550000,ND,Seberang Perai Utara,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Tanjung Indah,1.0,110,157.5,,615000,ND,Seberang Perai Utara,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Tasek Gelugor Indah,1.0,143,177.715,,438000,ND,Seberang Perai Utara,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Teratai Indah,1.0,194,177.02499999999998,,560000,ND,Seberang Perai Utara,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Tanjung Tanjung Aman,1.0,113,166.415,,780000,ND,Seberang Perai Utara,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Bandar Machang Bubok,2.0,111,143.0,,370000 - 420000,ND,Seberang Perai Tengah,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
,2.0,111,150.0,,440000,ND,Seberang Perai Tengah,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
,1.0,111,168.0,,470000,ND,Seberang Perai Tengah,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Bandar Perda ,2.0,143,177.0,495000,510000 - 550000,7.1,Seberang Perai Tengah,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Carnation Villa ,3.0,149,214.0,528000 - 710000,520000 - 680000,-2.8,Seberang Perai Tengah,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Garden Terraces ,1.0,139,218.0,,630000,ND,Seberang Perai Tengah,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Alma (Fasa 4),1.0,121,124.0,,384000,ND,Seberang Perai Tengah,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Alma Jaya (Fasa 2B),1.0,102,124.0,,420000,ND,Seberang Perai Tengah,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Alma Ria,1.0,122,194.0,485000,512000,5.6,Seberang Perai Tengah,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Bak Hai,1.0,156,137.0,,300000,ND,Seberang Perai Tengah,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Bayu Mutiara ,7.0,134,160.0,550000 - 600000,545000 - 570000,-3.2,Seberang Perai Tengah,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Belimbing,1.0,130,156.0,580000,580000,Stable,Seberang Perai Tengah,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Budiman ,2.0,191,180.0,,450000 - 495000,ND,Seberang Perai Tengah,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Bukit  Indah ,2.0,121,176.0,435000 - 450000,420000 - 460000,Stable,Seberang Perai Tengah,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Bukit Kecil,1.0,130,171.0,,470000,ND,Seberang Perai Tengah,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Bukit Minyak,2.0,121,158.0,380000 - 391000,406000 - 410000,5.8,Seberang Perai Tengah,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Bukit Minyak Indah ,2.0,124,150.0,468000 - 480000,470000 - 490000,Stable,Seberang Perai Tengah,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Bukit Minyak Utama ,1.0,127,183.0,620000 - 660000,638000,-2.1,Seberang Perai Tengah,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
,5.0,135,207.0,499000 - 600000,528000 - 600000,Stable,Seberang Perai Tengah,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Bukit Permata ,3.0,127,195.0,443000 - 570000,470000 - 570000,4.5,Seberang Perai Tengah,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Bunga Raya,2.0,119,141.0,,350000 - 440000,ND,Seberang Perai Tengah,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Cendana,1.0,123,192.0,480000,483000,Stable,Seberang Perai Tengah,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Cermai,2.0,111,155.0,,475000 - 500000,ND,Seberang Perai Tengah,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Chai Leng ,1.0,143,155.0,420000 - 580000,460000,-7.1,Seberang Perai Tengah,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Desa Cahaya,2.0,130,150.0,500000 - 550000,480000 - 550000,Stable,Seberang Perai Tengah,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Desa Damai ,9.0,143,155.0,330000 - 480000,300000 - 500000,Stable,Seberang Perai Tengah,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Desa Palma ,2.0,122,165.0,450000 - 500000,448000 - 485000,Stable,Seberang Perai Tengah,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
,1.0,130,171.0,445000,417000,-6.3,Seberang Perai Tengah,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Gemilang Jaya,1.0,112,148.0,,555000,ND,Seberang Perai Tengah,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Impian Alma,3.0,111,151.0,350000 - 450000,388000 - 450000,4.8,Seberang Perai Tengah,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Impian Jaya,1.0,149,170.0,,400000,ND,Seberang Perai Tengah,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Impian Ria ,1.0,127,148.0,,380000,ND,Seberang Perai Tengah,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Inderawasih,1.0,130,137.0,400000 - 478000,505000,12.6,Seberang Perai Tengah,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
,1.0,146,189.0,580000,600000,3.4,Seberang Perai Tengah,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
,1.0,167,127.0,500000,480000,-4,Seberang Perai Tengah,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Jadi Indah,1.0,132,175.0,,460000,ND,Seberang Perai Tengah,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Jambu Mawar,1.0,130,156.0,460000,480000,4.3,Seberang Perai Tengah,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
,1.0,149,210.0,,550000,ND,Seberang Perai Tengah,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Janggus Jaya ,1.0,117,178.0,600000,590000,Stable,Seberang Perai Tengah,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Jasa Intan ,4.0,161,240.0,565000 - 610000,570000 - 670000,5.2,Seberang Perai Tengah,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Jernih ,1.0,141,165.0,,485000,ND,Seberang Perai Tengah,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Kekwa,1.0,121,182.0,,490000,ND,Seberang Perai Tengah,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Kelisa Emas ,1.0,136,143.0,,440000,ND ,Seberang Perai Tengah,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Kota Permai ,1.0,130,152.0,430000 - 450000,450000,2.3,Seberang Perai Tengah,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Lembah Indah,3.0,127,193.0,407000 - 500000,499000 - 500000,7.8,Seberang Perai Tengah,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Machang Bubok,1.0,111,139.0,,360000,ND,Seberang Perai Tengah,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Mengkuang Jaya ,2.0,121,164.0,450000,430000 - 470000,Stable,Seberang Perai Tengah,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Naluri Ria,1.0,143,283.0,,638000,ND,Seberang Perai Tengah,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Oren Indah,1.0,112,183.0,,625000,ND,Seberang Perai Tengah,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Pasir Indah ,4.0,123,159.0,431000 - 500000,480000 - 498000,3,Seberang Perai Tengah,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Pauh,1.0,111,120.0,450000,423000,-6,Seberang Perai Tengah,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Perai Utama ,1.0,130,152.0,380000 - 415000,325000,-18.4,Seberang Perai Tengah,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Perwira Indah,1.0,121,168.0,,400000,ND,Seberang Perai Tengah,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Pinggiran Alma,1.0,112,149.0,,420000,ND,Seberang Perai Tengah,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Residensi Impian,1.0,116,183.0,,520000,ND,Seberang Perai Tengah,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Riang ,1.0,130,159.0,370000 - 440000,380000,-6.2,Seberang Perai Tengah,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Saujana Permai ,3.0,128,172.0,430000 - 585000,480000 - 580000,3.3,Seberang Perai Tengah,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Sejati,1.0,130,154.0,,580000,ND,Seberang Perai Tengah,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Semarak,2.0,112,114.0,,363000 - 400000,ND,Seberang Perai Tengah,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Seri Akasia ,1.0,139,192.0,420000,410000,-2.4,Seberang Perai Tengah,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Seri Betik,2.0,142,200.0,,625000 - 640000,ND,Seberang Perai Tengah,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Seri Impian,5.0,111,154.0,440000 - 580000,498000 - 530000,2.8,Seberang Perai Tengah,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Seri Juru ,1.0,121,177.0,415000 - 478000,455000,Stable,Seberang Perai Tengah,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
,2.0,132,182.0,,430000 - 470000,ND,Seberang Perai Tengah,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
,2.0,147,196.0,425000 - 550000,505000 - 520000,6.2,Seberang Perai Tengah,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Seri Pengkalan ,3.0,164,184.0,545000 - 650000,554000 - 680000,5.2,Seberang Perai Tengah,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Seri Permai,1.0,143,189.0,499000 - 550000,550000,3.2,Seberang Perai Tengah,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Seri Sejahtera,1.0,121,168.0,480000,495000,3.1,Seberang Perai Tengah,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Sri Arowana ,4.0,128,168.0,490000 - 570000,499000 - 590000,2.5,Seberang Perai Tengah,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Sri Rambai,1.0,130,169.0,,470000,ND,Seberang Perai Tengah,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Sukun Indah ,1.0,130,175.0,400000 - 485000,440000,Stable,Seberang Perai Tengah,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Suria Aman,1.0,130,155.0,455000,480000,5.5,Seberang Perai Tengah,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Tan Sai Gin ,2.0,130,185.0,300000,300000 - 320000,3.3,Seberang Perai Tengah,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Tenang,1.0,111,139.0,,300000,ND,Seberang Perai Tengah,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Villa Indah,1.0,158,204.0,,690000,ND,Seberang Perai Tengah,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Tropical Residency ,1.0,150,185.0,510000 - 650000,580000,Stable,Seberang Perai Tengah,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Bandar Batu Kawan,1.0,118,118.0,,340000,ND,Seberang Perai Selatan,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Bandar Tasek Mutiara (Zon 4),1.0,130,149.0,410000 - 418000,420000,Stable,Seberang Perai Selatan,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Bandar Tasek Mutiara (Zon 5),1.0,130,127.0,,400000,ND,Seberang Perai Selatan,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Bandar Tasek Mutiara (Zon 7),4.0,130,150.0,400000 - 440000,440000 - 498000,10.8,Seberang Perai Selatan,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
,1.0,143,154.0,430000 - 480000,470000,4.4,Seberang Perai Selatan,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Dedaun Bandar Cassia,1.0,107,103.0,,370000,ND,Seberang Perai Selatan,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Pearl Tropika,2.0,106,175.0,,490000 - 510000,ND,Seberang Perai Selatan,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Raintree Park 1,3.0,119,180.0,485000 - 540000,518000 - 550000,6.7,Seberang Perai Selatan,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Raintree Park 2,2.0,123,180.0,475000 - 605000,500000 - 530000,Stable,Seberang Perai Selatan,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Residensi Villa Mutiara ,5.0,134,166.0,455000 - 580000,485000 - 500000,-2.5,Seberang Perai Selatan,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Bakap Indah,4.0,130,176.0,432000 - 450000,460000 - 490000,7.4,Seberang Perai Selatan,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Bukit Panchor,4.0,102,114.0,245000 - 320000,258000 - 350000,2.9,Seberang Perai Selatan,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
,3.0,116,116.0,323000 - 350000,350000 - 360000,3.6,Seberang Perai Selatan,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Cenderawasih Indah ,3.0,130,164.0,390000 - 400000,340000 - 400000,-4.8,Seberang Perai Selatan,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Cowin Indah,1.0,139,188.0,,450000,ND,Seberang Perai Selatan,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Fajar Indah,1.0,193,162.0,368000,438000,19,Seberang Perai Selatan,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Gamelan Indah,2.0,121,168.0,415000 - 428000,410000 - 430000,Stable,Seberang Perai Selatan,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Idaman ,2.0,111,152.0,350000 - 460000,400000 - 438000,3.5,Seberang Perai Selatan,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
,4.0,137,162.0,408000 - 440000,450000 - 480000,8.5,Seberang Perai Selatan,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
,1.0,144,152.0,453000,480000,6,Seberang Perai Selatan,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Idaman Permai,1.0,127,179.0,,420000,ND,Seberang Perai Selatan,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Ilmu,2.0,143,154.0,375000 - 410000,410000 - 430000,7.7,Seberang Perai Selatan,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Ilmu Indah,1.0,130,199.0,,450000,ND,Seberang Perai Selatan,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Jentayu,1.0,188,164.0,478000,472000,Stable,Seberang Perai Selatan,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Keramat Permai,1.0,121,193.0,,439000,ND,Seberang Perai Selatan,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Kuang Indah,3.0,141,187.0,408000 - 458000,455000 - 480000,8.7,Seberang Perai Selatan,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Merak,2.0,111,166.0,393000,390000 - 422000,3.3,Seberang Perai Selatan,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Nibong Tebal ,1.0,166,154.0,,280000,ND,Seberang Perai Selatan,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Pancur Mutiara,1.0,121,172.0,440000,425000,-3.4,Seberang Perai Selatan,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Pearl Harmoni ,2.0,112,149.0,415000 - 500000,430000 - 470000,2.4,Seberang Perai Selatan,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Pearl Impian ,5.0,104,149.0,400000 - 470000,455000 - 500000,4,Seberang Perai Selatan,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Sempadan ,1.0,128,134.0,,350000,ND,Seberang Perai Selatan,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
,2.0,143,158.0,390000,320000 - 360000,-12.8,Seberang Perai Selatan,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Seri Bayan,1.0,111,175.0,420000,390000,-7.1,Seberang Perai Selatan,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Seri Bayu,1.0,112,155.0,350000 - 430000,460000,17.9,Seberang Perai Selatan,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Seri Bistari,1.0,112,135.0,,350000,ND,Seberang Perai Selatan,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Seri Murai,1.0,130,191.0,455000,420000,-7.7,Seberang Perai Selatan,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Seri Saujana,2.0,133,161.0,365000 - 430000,430000 - 440000,9.4,Seberang Perai Selatan,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Sintar Indah,1.0,112,164.0,,338000,ND,Seberang Perai Selatan,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Sri Putra,1.0,133,186.0,,395000,ND,Seberang Perai Selatan,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Sungai Bakap Permai,1.0,115,139.0,370000 - 380000,340000,-9.3,Seberang Perai Selatan,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Tambun Emas,1.0,121,150.0,435000,450000,3.4,Seberang Perai Selatan,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Tambun Indah,5.0,114,158.0,,365000 - 414000,ND,Seberang Perai Selatan,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Tambun Jaya ,1.0,130,149.0,,385000,ND,Seberang Perai Selatan,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Tambun Permai (Casa Permai),1.0,110,173.0,,400000,ND,Seberang Perai Selatan,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Tempua,1.0,111,137.0,,374000,ND,Seberang Perai Selatan,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
,1.0,120,154.0,395000,383000,-3,Seberang Perai Selatan,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Teratai Idaman,1.0,147,152.0,,435000,ND,Seberang Perai Selatan,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Tiong Emas,1.0,121,157.0,300000,318000,6,Seberang Perai Selatan,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Villa Mutiara,3.0,135,196.0,430000 - 495000,480000 - 499000,5.1,Seberang Perai Selatan,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
,1.0,210,196.0,550000,520000,-5.5,Seberang Perai Selatan,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Taman Villa Mutiara Indah,4.0,133,196.0,436000 - 498000,440000 - 480000,Stable,Seberang Perai Selatan,DOUBLE STOREY TERRACE,2022/PULAU%20PINANG
Eco Horizon,7.0,154,212.0,780000 - 955000,790000 - 830000,-3.6,Seberang Perai Selatan,DOUBLE STOREY HIGH COST TERRACE,2022/PULAU%20PINANG
Taman Eco Meadow,5.0,130,189.0,618000 - 750000,630000 - 688000,3.5,Seberang Perai Selatan,DOUBLE STOREY HIGH COST TERRACE,2022/PULAU%20PINANG
Taman Ampang Jajar,5.0,111,214.454,350000 - 488000,380000 - 455000,Stable,Seberang Perai Utara,TWO AND A-HALF STOREY TERRACE,2022/PULAU%20PINANG
Taman Desa Murni,2.0,120,213.98,500000 - 550000,540000 - 550000,4.761904761904762,Seberang Perai Utara,TWO AND A-HALF STOREY TERRACE,2022/PULAU%20PINANG
Taman Mesra Permai,1.0,126,237.53500000000003,840000,826000,Stable,Seberang Perai Utara,TWO AND A-HALF STOREY TERRACE,2022/PULAU%20PINANG
,2.0,134,237.53500000000003,,845000 - 875000,ND,Seberang Perai Utara,TWO AND A-HALF STOREY TERRACE,2022/PULAU%20PINANG
Taman Seri Teratai,2.0,135,229.9,,800000 - 820000,ND,Seberang Perai Utara,TWO AND A-HALF STOREY TERRACE,2022/PULAU%20PINANG
Residensi Asas Murni ,2.0,134,222.0,570000,565000 - 640000,5.7,Seberang Perai Tengah,TWO AND A-HALF STOREY TERRACE,2022/PULAU%20PINANG
Taman Bukit Juru,1.0,133,285.0,499000 - 600000,520000,-3.9,Seberang Perai Tengah,TWO AND A-HALF STOREY TERRACE,2022/PULAU%20PINANG
Taman Cendana Permai ,2.0,143,235.0,450000 - 560000,470000 - 500000,-5.6,Seberang Perai Tengah,TWO AND A-HALF STOREY TERRACE,2022/PULAU%20PINANG
Taman Perai Utama,1.0,141,152.0,,560000,ND,Seberang Perai Tengah,TWO AND A-HALF STOREY TERRACE,2022/PULAU%20PINANG
Taman Perwira Indah ,5.0,121,183.0,450000 - 460000,405000 - 450000,-5.6,Seberang Perai Tengah,TWO AND A-HALF STOREY TERRACE,2022/PULAU%20PINANG
Taman Sutera Prima,1.0,178,233.0,,580000,ND,Seberang Perai Tengah,TWO AND A-HALF STOREY TERRACE,2022/PULAU%20PINANG
Taman Pancur Mutiara,1.0,119,227.0,,535000,ND,Seberang Perai Selatan,TWO AND A-HALF STOREY TERRACE,2022/PULAU%20PINANG
Taman Tambun Emas,2.0,110,241.0,410000 - 440000,380000 - 430000,-5.8,Seberang Perai Selatan,TWO AND A-HALF STOREY TERRACE,2022/PULAU%20PINANG
Minden Gardens Residence                ,3.0,121,222.89,1340000 - 1580000,1420000 - 1450000,Stable,Timur Laut,THREE STOREY TERRACE,2022/PULAU%20PINANG
Golden Villa                            ,1.0,137,258.37,,1170000,ND,Timur Laut,THREE STOREY TERRACE,2022/PULAU%20PINANG
Nautilius Bay                           ,1.0,137,242.195,,1180000,ND,Timur Laut,THREE STOREY TERRACE,2022/PULAU%20PINANG
Vista Jambul                            ,1.0,297,273.49,,1700000,ND,Timur Laut,THREE STOREY TERRACE,2022/PULAU%20PINANG
Mont Tierra Residences                  ,1.0,134,281.03,870000,888000,2.0689655172413794,Barat Daya,THREE STOREY TERRACE,2022/PULAU%20PINANG
Orchardia                               ,1.0,134,286.055,650000,620000,-4.615384615384616,Barat Daya,THREE STOREY TERRACE,2022/PULAU%20PINANG
Setia Pulau Mutiara                     ,3.0,130,286.025,970000 - 1280000,1070000 - 1180000,Stable,Barat Daya,THREE STOREY TERRACE,2022/PULAU%20PINANG
Southbay Residence                      ,2.0,154,278.22499999999997,1145000 - 1200000,1000000 - 1300000,Stable,Barat Daya,THREE STOREY TERRACE,2022/PULAU%20PINANG
Sunway Cassia Fasa 2                     ,2.0,121,251.25,,825000 - 930000,ND,Barat Daya,THREE STOREY TERRACE,2022/PULAU%20PINANG
Taman Nyaman Indah                      ,2.0,130,253.04000000000002,,630000 - 730000,ND,Barat Daya,THREE STOREY TERRACE,2022/PULAU%20PINANG
Taman Titi Heights                      ,1.0,130,189.975,700000,680000,-2.857142857142857,Barat Daya,THREE STOREY TERRACE,2022/PULAU%20PINANG
Taman Bayu Aman,2.0,133,276.785,668000 - 720000,698000 - 740000,2.1,Seberang Perai Utara,THREE STOREY TERRACE,2022/PULAU%20PINANG
Taman Desa Oren,2.0,160,260.7,,900000 - 1150000,ND,Seberang Perai Utara,THREE STOREY TERRACE,2022/PULAU%20PINANG
Taman Merbau Indah,3.0,119,230.215,560000 - 600000,560000 - 573000,-2.33,Seberang Perai Utara,THREE STOREY TERRACE,2022/PULAU%20PINANG
Taman Nakhoda,1.0,164,302.78000000000003,,690000,ND,Seberang Perai Utara,THREE STOREY TERRACE,2022/PULAU%20PINANG
Taman Riang,1.0,130,226.26999999999998,,800000,ND,Seberang Perai Utara,THREE STOREY TERRACE,2022/PULAU%20PINANG
Taman Segar Jaya,1.0,113,206.26999999999998,,635000,ND,Seberang Perai Utara,THREE STOREY TERRACE,2022/PULAU%20PINANG
Taman Segemal Indah,2.0,188,264.585,,850000 - 925000,ND,Seberang Perai Utara,THREE STOREY TERRACE,2022/PULAU%20PINANG
Taman Selayang Utama,4.0,114,194.885,600000 - 670000,640000 - 690000,4.72,Seberang Perai Utara,THREE STOREY TERRACE,2022/PULAU%20PINANG
Taman Seri Segar,1.0,107,205.065,730000,780000,6.8493150684931505,Seberang Perai Utara,THREE STOREY TERRACE,2022/PULAU%20PINANG
Residensi Bukit Kecil ,3.0,119,241.0,642000 - 700000,683000 - 768000,4.4,Seberang Perai Tengah,THREE STOREY TERRACE,2022/PULAU%20PINANG
Residensi Seri Pauh,1.0,163,310.0,780000,840000,7.7,Seberang Perai Tengah,THREE STOREY TERRACE,2022/PULAU%20PINANG
Taman Aston Indah ,2.0,115,249.0,540000 - 600000,590000 - 600000,4.9,Seberang Perai Tengah,THREE STOREY TERRACE,2022/PULAU%20PINANG
Taman Aston Timur ,4.0,192,259.0,560000 - 675000,590000 - 680000 ,7.3,Seberang Perai Tengah,THREE STOREY TERRACE,2022/PULAU%20PINANG
Taman Lembah Permai Indah ,1.0,121,240.0,650000 - 728000,688000,Stable,Seberang Perai Tengah,THREE STOREY TERRACE,2022/PULAU%20PINANG
Taman Seri Berapit,1.0,111,198.0,,535000,ND,Seberang Perai Tengah,THREE STOREY TERRACE,2022/PULAU%20PINANG
Taman Setia ,1.0,118,218.0,500000,480000,-4,Seberang Perai Tengah,THREE STOREY TERRACE,2022/PULAU%20PINANG
